id,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,calculated_host_listings_count,availability_365
20401029,19063652,Eric,Lichtenberg,Karlshorst,52.4804191589355,13.5247840881348,Private room,15,3,8,2,0
21196359,19063652,Eric,Lichtenberg,Karlshorst,52.4794044494629,13.5232763290405,Private room,15,3,10,2,1
24168977,1193282,Erin,Neukölln,Schillerpromenade,52.4650650024414,13.4288263320923,Private room,15,3,0,1,0
22257525,99737092,Esa,Neukölln,Schillerpromenade,52.4696159362793,13.4225082397461,Private room,15,14,0,1,0
17384386,87426181,Euan,Lichtenberg,Neu Lichtenberg,52.5037765502930,13.4728851318359,Private room,15,3,0,1,0
20589409,109645271,Fanny,Mitte,Moabit West,52.5266380310059,13.3350133895874,Private room,15,1,3,1,0
7876698,41518727,Felix,Neukölln,Rixdorf,52.4792213439941,13.4500970840454,Entire home/apt,15,1,0,1,0
8115197,42851391,Ferdinand,Friedrichshain-Kreuzberg,nördliche Luisenstadt,52.5009460449219,13.4186725616455,Entire home/apt,15,5,3,1,0
15959621,103639447,Ferenc,Pankow,Prenzlauer Berg Nordwest,52.5514335632324,13.4019823074341,Private room,15,2,4,1,0
21172270,152843202,Frank,Charlottenburg-Wilm.,Neue Kantstraße,52.5064849853516,13.3020658493042,Private room,15,4,0,1,0
11110968,32121608,Franziska,Pankow,Prenzlauer Berg Süd,52.5291404724121,13.4218034744263,Shared room,15,1,0,1,0
21532877,35441608,Friedrich,Pankow,Prenzlauer Berg Südwest,52.5326843261719,13.4098281860352,Entire home/apt,15,1,1,1,0
7367397,38603086,Gabor,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Nord,52.5202331542969,13.4477891921997,Private room,15,1,0,1,0
27354482,141994959,Gabrielle,Neukölln,Neuköllner Mitte/Zentrum,52.4789047241211,13.4359989166260,Private room,15,3,2,2,0
19920125,121023752,Gaurav,Reinickendorf,West 4,52.5694961547852,13.3211517333984,Entire home/apt,15,1,0,1,0
21776287,97762279,Georg,Neukölln,Gropiusstadt,52.4239311218262,13.4579916000366,Shared room,15,2,0,1,0
23089086,5272092,Geronimo,Mitte,Parkviertel,52.5531349182129,13.3508090972900,Private room,15,20,1,1,0
10758856,50644064,Giulia,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.5094718933105,13.4557046890259,Private room,15,1,0,1,0
14581425,2048299,Guy,Tempelhof - Schöneberg,Tempelhof,52.4815711975098,13.3745489120483,Private room,15,5,2,1,0
17502470,118626283,Haco,Neukölln,Reuterstraße,52.4872512817383,13.4451646804810,Private room,15,20,0,1,0
13402870,16163899,Hans,Mitte,Wedding Zentrum,52.5547676086426,13.3796777725220,Private room,15,1,4,1,0
16639428,109945345,Haroon,Lichtenberg,Friedrichsfelde Süd,52.4910926818848,13.5102338790894,Shared room,15,1,10,1,0
23496868,89551529,Harshit,Lichtenberg,Alt-Hohenschönhausen Süd,52.5358848571777,13.5038156509399,Private room,15,2,18,1,0
18257458,26838123,Haziran,Neukölln,Reuterstraße,52.4861488342285,13.4386844635010,Private room,15,20,0,1,0
8186629,43185034,Helen,Steglitz - Zehlendorf,Albrechtstr.,52.4640769958496,13.3305759429932,Private room,15,2,1,1,0
25145083,190045823,Hong,Tempelhof - Schöneberg,Marienfelde,52.4182281494141,13.3618841171265,Private room,15,7,0,1,0
15603598,100212942,Hostel'O Berlin,Mitte,Osloer Straße,52.5498657226562,13.3928222656250,Shared room,15,15,3,5,180
15611815,100212942,Hostel'O Berlin,Mitte,Osloer Straße,52.5508232116699,13.3926763534546,Shared room,15,1,10,5,147
20080653,142755415,Ia,Mitte,Osloer Straße,52.5609359741211,13.3831043243408,Private room,15,5,3,2,0
21695285,54869094,Irving,Lichtenberg,Alt-Hohenschönhausen Süd,52.5376091003418,13.4779682159424,Private room,15,30,3,1,0
13796638,51352517,Isabella,Mitte,Brunnenstr. Nord,52.5383529663086,13.3862180709839,Private room,15,4,16,2,0
23411937,24089562,Ivy,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.5129356384277,13.4585628509521,Shared room,15,1,34,1,3
480624,2379817,Jakob,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.5133666992188,13.4729948043823,Private room,15,3,276,1,33
20952026,5266706,Jan,Tempelhof - Schöneberg,Tempelhof,52.4621887207031,13.4045858383179,Private room,15,2,3,3,0
20815950,149280376,Jana,Tempelhof - Schöneberg,Schöneberg-Süd,52.4862213134766,13.3616590499878,Shared room,15,1,8,1,0
11309581,59133457,Jannika,Neukölln,Reuterstraße,52.4825439453125,13.4363088607788,Private room,15,1,0,1,0
11560790,5431061,Jasmin,Neukölln,Rixdorf,52.4823760986328,13.4538545608521,Private room,15,1,1,1,0
22203325,67060786,Javier,Mitte,Osloer Straße,52.5633087158203,13.3879556655884,Private room,15,6,0,1,0
23038981,68813969,Jen,Tempelhof - Schöneberg,Tempelhof,52.4602928161621,13.3706779479980,Private room,15,14,0,1,35
7797649,24928081,Jiao,Mitte,Moabit Ost,52.5172348022461,13.3360462188721,Shared room,15,1,0,1,0
19960757,4933038,Johannes,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.4899902343750,13.3954858779907,Private room,15,13,0,2,0
5557941,28813910,Josefine,Lichtenberg,Neu Lichtenberg,52.5099525451660,13.5003528594971,Private room,15,1,2,1,0
11325310,33149863,Jromir,Neukölln,Britz,52.4629478454590,13.4392299652100,Private room,15,14,0,1,0
2039611,10463112,Judith,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.4983291625977,13.4397258758545,Private room,15,6,5,1,0
11692516,62126104,Judith,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.4860916137695,13.3766317367554,Private room,15,1,0,1,0
22670560,28237929,Judith Vera,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.4869308471680,13.3921785354614,Private room,15,14,2,1,0
7303895,37763956,Julie,Pankow,Prenzlauer Berg Nordwest,52.5536460876465,13.4055442810059,Private room,15,1,0,1,0
10485991,54053245,Julius,Charlottenburg-Wilm.,Schloß Charlottenburg,52.5154495239258,13.2913227081299,Private room,15,2,21,1,0
24039534,163838136,Jörg,Pankow,Buchholz,52.6059989929199,13.4232883453369,Private room,15,2,7,2,0
15763658,45954186,Karl,Mitte,Moabit Ost,52.5357360839844,13.3573560714722,Private room,15,28,0,1,0
7168991,37549029,Karsten,Reinickendorf,Ost 1,52.5628852844238,13.3774290084839,Private room,15,3,0,1,0
9746139,50260808,Katharina,Mitte,Wedding Zentrum,52.5402259826660,13.3560619354248,Private room,15,5,1,1,0
16835205,55959193,Katharina,Mitte,Moabit Ost,52.5353660583496,13.3524436950684,Private room,15,6,2,1,0
10447308,53822044,Kevin,Mitte,Wedding Zentrum,52.5518417358398,13.3765182495117,Private room,15,8,0,1,0
23763058,178237556,Kira,Pankow,Prenzlauer Berg Nord,52.5480346679688,13.4341745376587,Private room,15,1,2,1,0
22122660,13089199,Klara,Neukölln,Rixdorf,52.4744987487793,13.4500179290771,Private room,15,6,2,1,0
16721054,59073111,Konstantin,Reinickendorf,West 4,52.5647430419922,13.3239278793335,Private room,15,1,30,3,0
6848062,35883868,Kristin,Tempelhof - Schöneberg,Friedenau,52.4612388610840,13.3487844467163,Private room,15,14,2,1,0
21821616,159071325,Lara,Mitte,Moabit West,52.5281295776367,13.3399276733398,Private room,15,1,2,1,0
10843226,56161136,Laura,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.4930038452148,13.4387903213501,Private room,15,1,1,1,0
20091284,142457860,Laura,Pankow,Prenzlauer Berg Nord,52.5502967834473,13.4289445877075,Private room,15,25,0,1,0
27449527,17394372,Laura,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.5109138488770,13.4619655609131,Private room,15,5,5,1,0
28905188,56532225,Lea,Neukölln,Reuterstraße,52.4864730834961,13.4443492889404,Private room,15,1,1,1,2
4005077,20766230,Leander,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.5092582702637,13.4614448547363,Entire home/apt,15,7,1,2,0
8405757,952386,Lennart,Pankow,Prenzlauer Berg Nord,52.5440216064453,13.4346036911011,Private room,15,2,1,1,0
17296192,20810801,Lise,Mitte,Parkviertel,52.5486145019531,13.3526687622070,Private room,15,7,0,1,0
11248481,58681712,Louis,Mitte,Alexanderplatz,52.5116958618164,13.4163322448730,Private room,15,1,0,1,0
22874157,169248909,Louis,Mitte,Moabit Ost,52.5327911376953,13.3455686569214,Private room,15,7,0,1,0
4975879,19768944,Luca,Mitte,Brunnenstr. Nord,52.5442008972168,13.3699865341187,Private room,15,2,0,1,0
18883832,75762814,Luise,Neukölln,Reuterstraße,52.4833221435547,13.4346942901611,Private room,15,1,3,1,0
10114694,51906445,Lukas,Pankow,Prenzlauer Berg Nordwest,52.5523223876953,13.4006853103638,Private room,15,3,4,1,0
11427448,60031562,Lukas,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.4919662475586,13.3967428207397,Private room,15,1,0,1,0
23838199,116970337,Luzia,Pankow,Prenzlauer Berg Nord,52.5532569885254,13.4168233871460,Private room,15,4,4,1,0
28434922,214653833,Luzia,Spandau,Spandau Mitte,52.5432395935059,13.2055740356445,Private room,15,1,10,1,57
19412163,130137359,Mahmoud,Charlottenburg-Wilm.,Grunewald,52.4952735900879,13.2844982147217,Private room,15,10,0,1,0
5440992,28222174,Mairim,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.5099411010742,13.4514083862305,Private room,15,1,0,1,0
14089871,84750891,Malte,Mitte,Parkviertel,52.5467605590820,13.3437423706055,Private room,15,7,3,1,15
23074815,171315686,Marco,Neukölln,Reuterstraße,52.4864807128906,13.4458637237549,Private room,15,1,14,1,350
7503857,39311429,Maria,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.5100631713867,13.4672546386719,Private room,15,1,0,1,0
11551857,37127222,Marie,Mitte,Moabit Ost,52.5333366394043,13.3502349853516,Private room,15,15,0,1,0
10444887,53808299,Marlies,Mitte,Brunnenstr. Nord,52.5469284057617,13.3810863494873,Private room,15,12,0,1,0
9410492,42809936,Martha,Pankow,Prenzlauer Berg Nord,52.5451889038086,13.4308547973633,Private room,15,1,1,2,0
20703651,87627421,Marvin,Treptow - Köpenick,Baumschulenweg,52.4666252136230,13.4925994873047,Private room,15,2,3,1,0
20474373,36428210,Mats,Treptow - Köpenick,Plänterwald,52.4883079528809,13.4611635208130,Private room,15,3,1,1,0
15085051,95460121,Matthias,Mitte,Osloer Straße,52.5546569824219,13.3839597702026,Private room,15,3,8,1,0
11431356,59878861,Max,Neukölln,Reuterstraße,52.4889984130859,13.4308490753174,Private room,15,1,0,1,0
17248509,116231095,Max,Pankow,Prenzlauer Berg Ost,52.5356712341309,13.4397716522217,Private room,15,14,0,1,0
12165273,25746966,Maxie,Neukölln,Reuterstraße,52.4847717285156,13.4359416961670,Private room,15,20,1,1,0
18100960,89487875,Maximilian,Mitte,Moabit West,52.5270195007324,13.3337059020996,Private room,15,4,1,1,0
5945255,30864303,Michael,Neukölln,Rixdorf,52.4734458923340,13.4541492462158,Private room,15,3,1,1,0
25202253,1219287,Michael,Treptow - Köpenick,Baumschulenweg,52.4699668884277,13.4910240173340,Private room,15,1,10,3,175
29308089,5677022,Michael,Pankow,Prenzlauer Berg Nordwest,52.5522232055664,13.4129686355591,Private room,15,1,3,2,103
23164038,5683838,Miho,Mitte,Osloer Straße,52.5559310913086,13.3922615051270,Shared room,15,1,1,1,0
23185585,26510320,Monika,Neukölln,Reuterstraße,52.4931678771973,13.4227323532104,Private room,15,21,0,1,37
15670194,8378113,Nadine,Lichtenberg,Neu Lichtenberg,52.5032539367676,13.4776277542114,Private room,15,3,1,3,0
22697789,146446470,Nadine,Marzahn - Hellersdorf,Marzahn-Mitte,52.5555152893066,13.5738315582275,Private room,15,1,13,2,251
25092952,100893413,Nastasja,Pankow,Weißensee,52.5565643310547,13.4362392425537,Private room,15,1,5,1,0
12943742,35194247,Natacha,Neukölln,Schillerpromenade,52.4679718017578,13.4209537506104,Private room,15,3,3,2,0
28572460,169111035,Natalie,Lichtenberg,Friedrichsfelde Süd,52.4936256408691,13.5038766860962,Private room,15,3,1,1,2
19569519,137512454,Natasha Noriko,Mitte,Parkviertel,52.5525703430176,13.3401460647583,Private room,15,3,4,1,0
7311455,21148429,Nikita,Neukölln,Rixdorf,52.4737854003906,13.4512758255005,Private room,15,1,8,1,0
3796880,19498962,Nina,Tempelhof - Schöneberg,Tempelhof,52.4722213745117,13.3653802871704,Private room,15,10,2,1,0
7934070,12690712,Nina,Mitte,Osloer Straße,52.5553283691406,13.3864116668701,Private room,15,7,4,1,0
10517224,54224455,NoName,Neukölln,Reuterstraße,52.4833869934082,13.4404897689819,Private room,15,1,1,1,0
22923857,158812300,Nora,Tempelhof - Schöneberg,Tempelhof,52.4616661071777,13.3790311813354,Private room,15,3,3,1,4
7552367,39583135,Oscar,Neukölln,Reuterstraße,52.4840354919434,13.4307832717896,Private room,15,3,2,2,0
27454430,80898392,Paolo,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,52.5044860839844,13.3972816467285,Private room,15,1,6,4,0
15082612,95432530,Peter,Mitte,Wedding Zentrum,52.5539512634277,13.3763952255249,Shared room,15,1,11,1,1
14351255,9499331,Petr,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.4931831359863,13.3952674865723,Private room,15,1,1,1,0
23729444,2509903,Philip,Mitte,Osloer Straße,52.5616760253906,13.3844356536865,Private room,15,2,25,1,27
24340972,101724922,Rachael,Neukölln,Reuterstraße,52.4841499328613,13.4430551528931,Shared room,15,2,6,2,7
11218840,33583073,Ralph,Lichtenberg,Neu Lichtenberg,52.5025939941406,13.4905700683594,Private room,15,3,0,2,0
12159543,38895068,Rene,Marzahn - Hellersdorf,Marzahn-Mitte,52.5555953979492,13.5782499313354,Private room,15,3,18,1,160
22118984,149151975,Rita,Steglitz - Zehlendorf,Zehlendorf  Südwest,52.4297485351562,13.2184982299805,Private room,15,3,0,1,0
10932091,56677332,Robea,Pankow,Prenzlauer Berg Nordwest,52.5488090515137,13.4027757644653,Private room,15,7,1,1,0
20303019,18109264,Robin,Charlottenburg-Wilm.,Westend,52.5186080932617,13.2786130905151,Private room,15,5,1,1,0
4718253,24374635,Rosalie,Neukölln,Rixdorf,52.4736824035645,13.4521369934082,Private room,15,1,0,1,0
18630307,7495619,Rose,Treptow - Köpenick,Oberschöneweide,52.4620971679688,13.5220394134521,Private room,15,2,15,2,0
18769541,130606116,Sandra,Neukölln,Rixdorf,52.4785041809082,13.4507961273193,Private room,15,3,1,1,0
14179056,85881540,Sarah,Pankow,Weißensee,52.5488395690918,13.4585742950439,Private room,15,14,0,1,0
29006479,135196610,Sarah,Charlottenburg-Wilm.,Neue Kantstraße,52.5071334838867,13.2895298004150,Private room,15,5,1,1,67
27574269,63465473,Seb,Mitte,Osloer Straße,52.5624313354492,13.3939962387085,Private room,15,5,0,1,0
17721644,120826321,Selina,Pankow,Prenzlauer Berg Süd,52.5339622497559,13.4369974136353,Private room,15,14,0,1,0
20219275,25833343,Severin,Charlottenburg-Wilm.,Kantstraße,52.5067672729492,13.3039093017578,Entire home/apt,15,2,6,1,0
14114591,22319829,Sina,Neukölln,Reuterstraße,52.4851722717285,13.4348421096802,Private room,15,25,0,1,0
5138224,26567168,Sofia,Neukölln,Schillerpromenade,52.4874305725098,13.4086380004883,Shared room,15,1,0,1,0
22435764,149386594,Sonja,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.5144767761230,13.4735441207886,Private room,15,3,4,1,0
24502179,7845577,Sophie,Charlottenburg-Wilm.,Wiesbadener Straße,52.4683265686035,13.3146381378174,Private room,15,3,6,1,141
7409992,16395669,Stephan,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.4927711486816,13.3970546722412,Private room,15,1,1,1,0
7408525,38819457,Susanne,Mitte,Moabit Ost,52.5219001770020,13.3517827987671,Private room,15,14,0,1,0
18744124,130393107,Sven,Treptow - Köpenick,Baumschulenweg,52.4688949584961,13.4929380416870,Private room,15,1,0,1,0
20929477,59612353,Sven,Treptow - Köpenick,Baumschulenweg,52.4692344665527,13.4918298721313,Private room,15,1,68,1,32
22174646,161984695,Sven,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,52.4974899291992,13.4180030822754,Private room,15,2,2,1,0
27226133,192439967,Tan,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,52.5144958496094,13.4389066696167,Private room,15,30,1,1,122
20071123,92834289,Tata,Mitte,Parkviertel,52.5465774536133,13.3495464324951,Shared room,15,1,0,1,0
23021607,170805616,Thien,Charlottenburg-Wilm.,Neue Kantstraße,52.5047721862793,13.2975730895996,Private room,15,5,1,1,0
6241797,32401760,Thomas,Neukölln,Rixdorf,52.4804496765137,13.4452238082886,Private room,15,1,1,1,0
12266236,32115967,Tina,Tempelhof - Schöneberg,Schöneberg-Nord,52.4949493408203,13.3640451431274,Private room,15,2,0,1,0
12047275,64084146,Violetta,Mitte,Parkviertel,52.5556449890137,13.3487367630005,Private room,15,1,1,1,0
11448121,60186517,Wasiq,Lichtenberg,Karlshorst,52.4921607971191,13.5303821563721,Private room,15,1,0,1,0
577552,2840324,Willem&Dafne,Friedrichshain-Kreuzberg,nördliche Luisenstadt,52.5010643005371,13.4151906967163,Private room,15,1,2,1,0
14198599,86126123,Yvette,Tempelhof - Schöneberg,Friedenau,52.4740028381348,13.3288135528564,Private room,15,2,1,1,0
21864782,53211747,Alejandro,Pankow,Schönholz/Wilhelmsruh/Rosenthal,52.5750999450684,13.3794097900391,Shared room,16,5,25,1,0
8044239,7492959,Alisa,Mitte,Parkviertel,52.5553703308105,13.3427181243896,Private room,16,1,1,2,0
7465393,15409654,Andrea,Neukölln,Britz,52.4611663818359,13.4344539642334,Private room,16,7,3,1,8
8279802,10243123,Andrew,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.4995040893555,13.4672889709473,Private room,16,7,2,1,0
8048096,7652272,Arnold,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.5079154968262,13.4662427902222,Private room,16,1,1,1,0
21689190,88469582,Berit,Marzahn - Hellersdorf,Marzahn-Süd,52.5443420410156,13.5657072067261,Shared room,16,1,35,1,5
5469293,28268916,Celina,Mitte,Tiergarten Süd,52.5042037963867,13.3563137054443,Private room,16,10,3,1,0
11974939,8792609,Christian,Mitte,Parkviertel,52.5477218627930,13.3485383987427,Private room,16,1,1,3,0
24277096,96069789,Christina,Reinickendorf,West 2,52.6067352294922,13.2088594436646,Private room,16,2,14,1,190
9871753,50800966,Corentine,Pankow,Weißensee Ost,52.5580825805664,13.4762840270996,Private room,16,1,4,1,0
21868275,159468349,Dennis,Reinickendorf,West 4,52.5681610107422,13.3162059783936,Private room,16,21,0,1,0
12567634,68124661,Deya,Pankow,Buch,52.6401519775391,13.4934358596802,Private room,16,3,2,1,0
8590717,43217295,Dimitra,Mitte,Wedding Zentrum,52.5404281616211,13.3510284423828,Private room,16,4,2,2,0
14007310,83724182,Dorian,Lichtenberg,Neu Lichtenberg,52.5102272033691,13.5015048980713,Private room,16,1,0,1,0
24131389,42758408,Edeltraud,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.4878578186035,13.3869552612305,Private room,16,3,26,2,72
28212326,42758408,Edeltraud,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.4866027832031,13.3870010375977,Private room,16,3,9,2,183
24167625,43288893,Eirini Maria,Pankow,Prenzlauer Berg Nord,52.5481910705566,13.4270915985107,Private room,16,1,4,1,0
711452,12723,Em,Pankow,Weißensee,52.5485610961914,13.4563274383545,Private room,16,2,76,1,43
6432174,20438711,Francisco,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.4982910156250,13.4250202178955,Private room,16,7,3,1,0
6258297,21916031,Fritz,Mitte,Moabit Ost,52.5272293090820,13.3541536331177,Private room,16,4,1,1,0
14191271,6978996,Gabriel,Lichtenberg,Neu Lichtenberg,52.5053787231445,13.4730758666992,Private room,16,4,4,1,0
27539308,92442939,Helen,Charlottenburg-Wilm.,Neue Kantstraße,52.5075378417969,13.3014669418335,Private room,16,5,2,1,309
12999578,35293424,Henrike,Mitte,Osloer Straße,52.5593872070312,13.3871726989746,Private room,16,3,5,1,0
27700221,142755415,Ia,Mitte,Osloer Straße,52.5605545043945,13.3830184936523,Private room,16,2,0,2,0
21957090,109995917,Inn-Berlin,Mitte,Osloer Straße,52.5601043701172,13.3859481811523,Shared room,16,2,16,14,329
5855070,10198755,Ita,Neukölln,Rixdorf,52.4798851013184,13.4507169723511,Private room,16,4,8,2,0
3496921,17606822,Janis,Mitte,Parkviertel,52.5541687011719,13.3436250686646,Private room,16,14,0,2,0
17543929,119014330,Jonas,Neukölln,Britz,52.4619331359863,13.4454183578491,Private room,16,1,2,1,0
27737734,29630469,Jonas,Charlottenburg-Wilm.,Volkspark Wilmersdorf,52.4797897338867,13.3282213211060,Private room,16,19,1,1,0
22826635,7531703,Julia,Charlottenburg-Wilm.,Kantstraße,52.5083847045898,13.3153886795044,Shared room,16,1,8,1,0
7600397,39856088,Juliane,Pankow,Pankow Süd,52.5579032897949,13.4259357452393,Private room,16,1,26,1,84
14002805,83676294,Kahbit,Mitte,Parkviertel,52.5528488159180,13.3423862457275,Private room,16,15,0,1,0
26710101,40461699,Kaya,Tempelhof - Schöneberg,Schöneberg-Süd,52.4806976318359,13.3482389450073,Private room,16,28,0,2,0
